iter	Passed	Remaining
399	53646	80470
400	53788	80347
401	53923	80214
402	54056	80078
403	54189	79942
404	54317	79800
405	54455	79671
406	54606	79561
407	54739	79426
408	54865	79280
409	55026	79185
410	55153	79039
411	55283	78900
412	55420	78770
413	55575	78664
414	55713	78535
415	55859	78418
416	55997	78289
417	56127	78149
418	56266	78021
419	56399	77884
420	56539	77758
421	56693	77651
422	56837	77530
423	56987	77416
424	57136	77302
425	57257	77149
426	57377	76995
427	57524	76878
428	57665	76753
429	57800	76619
430	57952	76507
431	58099	76390
432	58242	76267
433	58408	76172
434	58582	76089
435	58782	76039
436	58907	75891
437	59042	75758
438	59175	75620
439	59302	75476
440	59421	75321
441	59551	75180
442	59682	75040
443	59795	74879
444	59903	74710
445	60030	74567
446	60155	74420
447	60275	74268
448	60380	74097
449	60507	73954
450	60616	73787
451	60746	73648
452	60860	73489
453	60979	73336
454	61099	73184
455	61220	73034
456	61349	72894
457	61464	72737
458	61589	72592
459	61709	72441
460	61842	72306
461	61968	72162
462	62094	72018
463	62211	71865
464	62328	71711
465	62437	71548
466	62565	71407
467	62695	71268
468	62816	71120
469	62933	70967
470	63052	70816
471	63169	70664
472	63288	70513
473	63449	70410
474	63584	70277
475	63717	70142
476	63851	70008
477	63981	69870
478	64114	69736
479	64266	69622
480	64424	69513
481	64574	69397
482	64716	69272
483	64853	69141
484	65002	69022
485	65133	68886
486	65253	68737
487	65371	68586
488	65520	68468
489	65655	68334
490	65774	68185
491	65922	68066
492	66053	67929
493	66182	67790
494	66310	67650
495	66439	67510
496	66584	67387
497	66721	67257
498	66843	67111
499	66961	66961
500	67092	66824
501	67219	66683
502	67353	66550
503	67487	66415
504	67630	66290
505	67772	66164
506	67900	66025
507	68039	65896
508	68174	65763
509	68301	65622
510	68452	65505
511	68583	65368
512	68711	65228
513	68844	65094
514	68966	64949
515	69111	64825
516	69234	64681
517	69356	64536
518	69487	64400
519	69630	64274
520	69778	64153
521	69911	64018
522	70041	63881
523	70194	63764
524	70321	63624
525	70458	63492
526	70587	63354
527	70721	63221
528	70858	63089
529	70985	62949
530	71114	62811
531	71237	62667
532	71377	62538
533	71514	62407
534	71665	62288
535	71805	62160
536	71933	62021
537	72098	61913
538	72292	61830
539	72448	61715
540	72596	61592
541	72722	61451
542	72884	61340
543	73015	61204
544	73154	61073
545	73285	60937
546	73431	60812
547	73567	60679
548	73691	60536
549	73825	60402
550	73959	60267
551	74095	60135
552	74228	60000
553	74346	59852
554	74488	59725
555	74620	59588
556	74744	59446
557	74876	59310
558	75013	59178
559	75156	59051
560	75312	58934
561	75473	58821
562	75606	58685
563	75733	58545
564	75867	58411
565	76032	58300
566	76164	58164
567	76301	58032
568	76435	57897
569	76561	57756
570	76697	57623
571	76819	57480
572	76933	57331
573	77065	57195
574	77197	57058
575	77321	56917
576	77457	56784
577	77589	56648
578	77714	56507
579	77833	56362
580	77962	56224
581	78111	56100
582	78241	55963
583	78378	55831
584	78511	55696
585	78643	55560
586	78778	55426
587	78911	55291
588	79045	55157
589	79180	55023
590	79305	54883
591	79440	54749
592	79569	54612
593	79693	54470
594	79816	54328
595	79960	54201
596	80092	54065
597	80236	53938
598	80369	53803
599	80507	53671
600	80631	53530
601	80799	53419
602	80913	53271
603	81058	53144
604	81207	53020
605	81521	53002
606	81659	52869
607	81777	52725
608	81912	52590
609	82040	52452
610	82180	52321
611	82312	52184
612	82457	52057
613	82614	51936
614	82747	51801
615	82872	51660
616	82997	51520
617	83130	51384
618	83263	51249
619	83388	51109
620	83523	50975
621	83645	50832
622	83777	50696
623	83896	50552
624	84020	50412
625	84151	50275
626	84285	50141
627	84422	50008
628	84559	49875
629	84680	49732
630	84809	49595
631	84938	49458
632	85079	49327
633	85211	49191
634	85350	49059
635	85486	48926
636	85620	48791
637	85754	48656
638	85887	48521
639	86012	48381
640	86139	48243
641	86278	48111
642	86410	47976
643	86567	47853
644	86704	47721
645	86837	47585
646	86955	47442
647	87096	47311
648	87227	47175
649	87356	47038
650	87489	46902
651	87633	46773
652	87762	46636
653	87892	46499
654	88020	46362
655	88149	46224
656	88272	46084
657	88411	45952
658	88544	45817
659	88700	45694
660	88842	45563
661	88960	45421
662	89086	45282
663	89231	45153
664	89358	45015
665	89529	44899
666	89678	44771
667	89790	44626
668	89919	44489
669	90045	44350
670	90177	44215
671	90318	44084
672	90454	43950
673	90583	43813
674	90727	43683
675	90859	43548
676	91000	43416
677	91126	43278
678	91263	43145
679	91412	43017
680	91527	42873
681	91653	42735
682	91795	42604
683	91922	42466
684	92045	42327
685	92176	42191
686	92315	42059
687	92451	41925
688	92600	41798
689	92722	41657
690	92850	41520
691	92985	41386
692	93122	41253
693	93245	41114
694	93404	40990
695	93555	40863
696	93684	40726
697	93815	40590
698	93942	40453
699	94069	40315
700	94202	40180
701	94335	40045
702	94483	39916
703	94611	39779
704	94731	39639
705	94866	39505
706	95010	39374
707	95138	39237
708	95274	39104
709	95405	38968
710	95543	38835
711	95683	38703
712	95820	38570
713	95966	38440
714	96109	38309
715	96269	38184
716	96422	38057
717	96565	37926
718	96721	37800
719	96840	37660
720	96971	37524
721	97123	37396
722	97254	37260
723	97395	37128
724	97534	36995
725	97670	36861
726	97808	36728
727	97958	36599
728	98091	36464
729	98225	36330
730	98368	36198
731	98507	36065
732	98633	35927
733	98772	35794
734	98891	35654
735	99022	35518
736	99173	35390
737	99303	35254
738	99429	35116
739	99555	34978
740	99684	34842
741	99812	34705
742	99935	34567
743	100085	34438
744	100212	34300
745	100357	34169
746	100490	34035
747	100617	33897
748	100746	33761
749	100878	33626
750	101003	33488
751	101165	33363
752	101330	33238
753	101526	33124
754	101684	32997
755	101810	32859
756	101961	32730
757	102089	32593
758	102229	32460
759	102367	32326
760	102518	32197
761	102647	32060
762	102768	31921
763	102901	31786
764	103033	31650
765	103160	31513
766	103294	31378
767	103437	31246
768	103567	31110
769	103726	30983
770	103858	30847
771	103985	30710
772	104113	30574
773	104250	30440
774	104390	30306
775	104517	30170
776	104639	30031
777	104778	29898
778	104911	29763
779	105044	29627
780	105171	29491
781	105313	29358
782	105464	29228
783	105607	29095
784	105729	28957
785	105868	28824
786	106006	28690
787	106147	28557
788	106293	28425
789	106436	28293
790	106560	28155
791	106693	28020
792	106814	27882
793	106939	27745
794	107085	27613
795	107228	27480
796	107366	27346
797	107502	27212
798	107639	27078
799	107751	26937
800	107872	26799
801	107997	26662
802	108148	26532
803	108275	26395
804	108407	26260
805	108533	26123
806	108660	25986
807	108794	25852
808	108924	25716
809	109047	25579
810	109185	25445
811	109328	25312
812	109454	25175
813	109616	25047
814	109764	24915
815	109889	24779
816	110022	24643
817	110148	24507
818	110312	24379
819	110504	24257
820	110626	24119
821	110759	23984
822	110896	23850
823	111036	23716
824	111197	23587
825	111334	23453
826	111471	23318
827	111590	23180
828	111708	23042
829	111852	22909
830	111972	22771
831	112104	22636
832	112246	22503
833	112368	22365
834	112499	22230
835	112621	22093
836	112738	21955
837	112860	21817
838	112987	21681
839	113111	21545
840	113250	21411
841	113387	21277
842	113516	21141
843	113640	21004
844	113776	20870
845	113907	20734
846	114029	20597
847	114150	20460
848	114294	20327
849	114425	20192
850	114555	20057
851	114679	19920
852	114804	19784
853	114928	19648
854	115055	19512
855	115184	19376
856	115333	19244
857	115471	19110
858	115595	18974
859	115720	18838
860	115852	18703
861	115983	18568
862	116114	18433
863	116252	18299
864	116390	18164
865	116527	18030
866	116675	17898
867	116788	17760
868	116909	17623
869	117030	17487
870	117159	17352
871	117304	17219
872	117430	17083
873	117556	16947
874	117685	16812
875	117809	16676
876	117936	16540
877	118058	16404
878	118191	16269
879	118335	16136
880	118469	16002
881	118597	15866
882	118730	15732
883	118855	15596
884	118977	15460
885	119105	15325
886	119242	15190
887	119390	15058
888	119525	14923
889	119665	14790
890	119793	14654
891	119905	14517
892	120034	14382
893	120157	14246
894	120297	14113
895	120447	13980
896	120567	13844
897	120698	13709
898	120827	13574
899	120935	13437
900	121051	13300
901	121172	13165
902	121307	13030
903	121432	12895
904	121558	12760
905	121692	12625
906	121822	12491
907	121940	12355
908	122078	12221
909	122209	12086
910	122357	11953
911	122492	11819
912	122612	11683
913	122737	11548
914	122874	11414
915	123051	11284
916	123188	11150
917	123313	11014
918	123444	10880
919	123566	10744
920	123687	10609
921	123815	10474
922	123935	10339
923	124083	10206
924	124235	10073
925	124390	9940
926	124524	9806
927	124649	9671
928	124771	9535
929	124899	9401
930	125026	9266
931	125147	9130
932	125286	8997
933	125412	8862
934	125561	8728
935	125690	8594
936	125821	8459
937	125948	8324
938	126072	8190
939	126203	8055
940	126351	7922
941	126476	7787
942	126606	7652
943	126725	7517
944	126849	7382
945	126968	7247
946	127087	7112
947	127234	6979
948	127370	6844
949	127493	6710
950	127614	6575
951	127736	6440
952	127862	6305
953	127998	6171
954	128120	6037
955	128252	5902
956	128378	5768
957	128508	5633
958	128642	5499
959	128791	5366
960	128913	5231
961	129038	5097
962	129164	4962
963	129298	4828
964	129420	4693
965	129552	4559
966	129682	4425
967	129842	4292
968	129972	4158
969	130089	4023
970	130229	3889
971	130391	3756
972	130534	3622
973	130661	3487
974	130780	3353
975	130924	3219
976	131041	3084
977	131184	2950
978	131346	2817
979	131521	2684
980	131651	2549
981	131787	2415
982	131935	2281
983	132064	2147
984	132202	2013
985	132338	1879
986	132479	1744
987	132617	1610
988	132758	1476
989	132881	1342
990	133017	1208
991	133156	1073
992	133286	939
993	133429	805
994	133553	671
995	133685	536
996	133824	402
997	133951	268
998	134079	134
999	134215	0
